raw_text,cyber attack
"Microsoft to ax Azure Video Analyzer in November Deprecation less than a year after announcement, users have until December 1 to move workloads",0
"Supporting the Women Hit Hardest by the Pandemic
https://www.mcafee.com/blogs/consumer/supporting-the-women-hit-hardest-by-the-pandemic/

Supporting the Women Hit Hardest by the Pandemic Only 57% of women in the U.S. are working or looking for work right now—the lowest rate since 1988. That telling data point is just one of several that illustrate a stark contrast in these stark times: of the millions who’ve seen their employment affected by the […]
The post Supporting the Women Hit Hardest by the Pandemic (https://www.mcafee.com/blogs/consumer/supporting-the-women-hit-hardest-by-the-pandemic/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
Microsoft gets Windows 11 ready for release with new build Microsoft has moved Windows 11 to the Windows Insider 'Release' channel in anticipation of its upcoming launch on October 5th.,0
"Cyberpunk 2077 Hacked Data Circulating Online
https://threatpost.com/cyberpunk-2077-hacked-data-online/166852/

CD Projekt Red confirmed that employee and game-related data appears to be floating around the cyber-underground, four months after a hack on the Witcher and Cyberpunk 2077 developer.",1
"Trend Micro Bugs Threaten Home Network Security
https://threatpost.com/trend-micro-bugs-home-network-security/166453/

The security vendor's network management and threat protection station can open the door to code execution, DoS and potential PC takeovers.",1
"Police Grab Slilpp, Biggest Stolen-Logins Market
https://threatpost.com/police-slilpp-market-stolen-logins/166812/

There were more than 80 million login credentials for sale, used to inflict over $200 million in losses in the U.S. alone.",0
"SolarWinds Attackers Accessed DHS Emails, Report
https://threatpost.com/solarwinds-attackers-dhs-emails/165110/

Current and former administration sources say the nation-state attackers were able to read the Homeland Security Secretary's emails, among others.",1
"Die Cloud ist und bleibt ein Treiber für die digitale Transformation. Nachdem der Fokus primär auf die Erkennung von Shadow-IT und die Absicherung von SaaS-Diensten lag, wandert nun der Blick auf längerfristige Projekte: Die Migration von ganzen Diensten und Anwendungen in Richtung Cloud. In diesem Podcast sprechen wir daher über die Themen Infrastruktur und Container […]
The post ST25: Absicherung von Cloud-nativen Anwendungen (https://www.mcafee.com/blogs/other-blogs/podcast/st25-absicherung-von-cloud-nativen-anwendungen/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Fleeceware Apps Bank $400M in Revenue
https://threatpost.com/fleeceware-apps-400m-revenue/165040/

The cache of apps, found in Apple and Google's official marketplaces is largely targeted towards children, including several ""slime simulators.""",0
"Here’s What I’m Doing to Avoid Being Caught Up in A Puppy Scam
https://www.mcafee.com/blogs/consumer/heres-what-im-doing-to-avoid-being-caught-up-in-a-puppy-scam/",0
"Wormable Windows Bug Opens Door to DoS, RCE
https://threatpost.com/wormable-windows-bug-dos-rce/166057/

Microsoft's May 2021 Patch Tuesday updates include fixes for four critical security vulnerabilities.",1
"REvil Ransomware Ground Down JBS: Sources
https://threatpost.com/revil-ransomware-ground-down-jbs-sources/166597/

Responsible nations don't harbor cybercrooks, the Biden administration admonished Russia, home to the gang that reportedly froze the global food distributor's systems.",0
"Hackers Steal FIFA 21 Source Code, Tools in EA Breach
https://threatpost.com/hackers-fifa-21-source-code/166829/

Raft of other proprietary game data and related software and developer kits also pilfered in the unspecified attack, which the company is investigating.",1
"Italian charged with hiring “dark web hitman” to murder his ex-girlfriend
https://nakedsecurity.sophos.com/2021/04/08/italian-charged-with-hiring-dark-web-hitman-to-murder-his-ex-girlfriend/

Fortunately, this suspect wasn't as anonymous as he thought...",0
"Insider Versus Outsider: Navigating Top Data Loss Threats
https://threatpost.com/insider-outsider-data-loss-threats/167063/

Troy Gill, manager of security research at Zix, discusses the most common ways sensitive data is scooped up by nefarious sorts.",0
"Tablet PC sales decline as consumers consider inflation Panic buying is over, but the market's still well above pre-pandemic norms",0
"Molson Coors Cracks Open a Cyberattack Investigation
https://threatpost.com/molson-coors-cyberattack-investigation/164722/

The multinational brewing company did not say what type of incident caused a ‘systems outage,’ but it's investigating and working to get networks back online.",1
"May 2021 has been an extraordinary month in the cybersecurity world, with the DoD releasing its DoD Zero Trust Reference Architecture (DoDZTRA), the Colonial Pipeline being hit with a ransomware attack, and the White House releasing its Executive Order on Improving the Nation’s Cybersecurity (EO). Add to that several major vendors that our government depends […]
The post Why May 2021 Represents a New Chapter in the “Book of Cybersecurity Secrets” (https://www.mcafee.com/blogs/enterprise/why-may-2021-represents-a-new-chapter-in-the-book-of-cybersecurity-secrets/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",1
"SOCwise Weighs In When the infamous Carbanak cyberattack rattled an East European bank three years ago this month few would have guessed it would later play a starring role in the MITRE Engenuity™ enterprise evaluations of cybersecurity products from ourselves and 28 other vendors. We recently shared the results of this extensive testing and in […]
The post What the MITRE Engenuity ATT&CK® Evaluations Means to SOC Teams (https://www.mcafee.com/blogs/enterprise/security-operations/what-the-mitre-engenuity-attck-evaluations-means-to-soc-teams/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Spy Operations Target Vietnam with Sophisticated RAT
https://threatpost.com/spy-operations-vietnam-rat/165243/

Researchers said the FoundCore malware represents a big step forward when it comes to evasion.",1
"Check up on Your Virtual Safety: Tips for Telehealth Protection
https://www.mcafee.com/blogs/consumer/consumer-threat-notices/check-up-on-your-virtual-safety-tips-for-telehealth-protection/",0
"Apple Mail Zero-Click Security Vulnerability Allows Email Snooping
https://threatpost.com/apple-mail-zero-click-security-vulnerability/165238/

The researcher is offering details on CVE-2020-9922, which can be triggered just by sending a target an email with two .ZIP files attached.",0
"Steps to Discover Hidden Threat from Phishing Email
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/steps-to-discover-hidden-threat-from-phishing-email/",1
"70,000 Phishing Emails Sent Impersonating the IRS: How to Stay Protected  You wake up, log in to your Outlook, and find an email waiting in your inbox from support@irs.gov. Much to your confusion, the email claims that you have an outstanding account balance that you must pay immediately, or you will face legal charges.   As it […]
The post 70,000 Phishing Emails Sent Impersonating the IRS: How to Stay Protected (https://www.mcafee.com/blogs/consumer/consumer-threat-notices/70000-phishing-emails-sent-impersonating-the-irs-how-to-stay-protected/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",1
"Ransomware Attack Foils IoT Giant Sierra Wireless
https://threatpost.com/ransomware-iot-sierra-wireless/165003/

The ransomware attack has impacted the IoT manufacturer's production lines across multiple sites, and other internal operations.",1
"Ransomware: A Deep Dive into 2021 Emerging Cyber-Risks
https://threatpost.com/ebook-2021-ransomware-emerging-risks/165477/

Our new eBook goes beyond the status quo to take a look at the evolution of ransomware and what to prepare for next.",1
"5 Ways to Protect Your Online Privacy
https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/5-ways-to-protect-your-online-privacy/",0
"Emergency Google Chrome update fixes zero-day exploited in the wild Google has released Chrome 94.0.4606.61 for Windows, Mac, and Linux, an emergency update addressing a high-severity zero-day vulnerability exploited in the wild.",0
"Malicious PDFs Flood the Web, Lead to Password-Snarfing
https://threatpost.com/rotten-pdfs-flood-web-password-snarfing/166932/

SolarMarker makers are using SEO poisoning, stuffing thousands of PDFs with tens of thousands of pages full of SEO keywords & links to redirect to the malware.",1
"McAfee Defender’s Blog: Cuba Ransomware Campaign
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-defenders-blog-cuba-ransomware-campaign/",1
"Zoom Screen-Sharing Glitch ‘Briefly’ Leaks Sensitive Data
https://threatpost.com/zoom-glitch-leaks-data/164876/

A glitch in Zoom's screen-sharing feature shows parts of presenters' screens that they did not intend to share - potentially leaking emails or passwords.",0
"Every week it seems there’s another enormous breach in the media spotlight. The attackers may be state-sponsored groups with extensive resources launching novel forms of ransomware. Where does your organization stand on its readiness and engagement versus this type of advanced persistent threat? More importantly, where does it want to go? We believe that the […]
The post Finding Success at Each Stage of Your Threat Intelligence Journey (https://www.mcafee.com/blogs/enterprise/security-operations/finding-success-at-each-stage-of-your-threat-intelligence-journey/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"S3 Ep 23.5: An interview with cybersecurity expert John Noble CBE
https://nakedsecurity.sophos.com/2021/03/15/s3-ep-23-5-an-interview-with-cybersecurity-expert-john-noble-cbe/

Special episode - listen now!",0
"Malaysia Air Downplays Frequent-Flyer Program Data Breach
https://threatpost.com/malaysia-air-downplays-data-breach/164472/

A third-party IT provider exposed valuable airline data that experts say could be a goldmine for cybercriminals. ",0
"Imagine this scenario: a CEO, CIO, CTO, CISO walk into a bar…    The CTO has heard about cocktails that go beyond the “pour and shake,” and asks the bartender what they know about molecular gastronomy to take their drink to the next level. The CIO considers the CTO’s choice, weighing the risk versus reward of trying something new. The CEO orders […]
The post Give CISOs a Shot – They Deserve It (https://www.mcafee.com/blogs/other-blogs/executive-perspectives/give-cisos-a-shot-they-deserve-it/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Many have seamlessly transitioned their fitness regimens out of the gym and into the living room since the start of the COVID-19 pandemic, thanks in part to the use of IoT devices. IoT (Internet of Things) denotes the web of interconnected physical devices embedded with sensors and software to collect and share information via the internet. The most common IoT devices used for virtual […]
The post Don’t Sweat Your Security: How to Safely Incorporate IoT Into Your Fitness Routine (https://www.mcafee.com/blogs/consumer/mobile-and-iot-security/how-to-keep-you-fitness-iot-devices-secured/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"The MITRE ATT&CK® Framework proves that authority requires constant learning and the actionable information it contains has never held greater currency. Likewise, XDR, the category of extended detection and response applications, is quickly becoming accepted by enterprises and embraced by Gartner analysts, because they “improve security operations productivity and enhance detection and response capabilities.”   It is less well known how these tools align […]
The post 5 Ways MVISION XDR Innovates with MITRE ATT&CK   (https://www.mcafee.com/blogs/enterprise/endpoint-security/5-ways-mvision-xdr-innovates-with-mitre-attck-%E2%80%AF/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Serious Security: The Linux kernel bugs that surfaced after 15 years
https://nakedsecurity.sophos.com/2021/03/17/serious-security-the-linux-kernel-bugs-that-surfaced-after-15-years/

Anyone could have found these bugs, but everyone assumed someone would, and in the end, no one did. (Until now.)",0
"Nobelium Phishing Campaign Poses as USAID
https://threatpost.com/solarwinds-nobelium-phishing-attack-usaid/166531/

Microsoft uncovered the SolarWinds crooks using mass-mail service Constant Contact and posing as a U.S.-based development organization to deliver malicious URLs to more than 150 organizations.",1
"Understand Encryption, Hashing, Encoding, and Obfuscation
https://www.ehacking.net/2021/05/understand-encryption-hashing-encoding-and-obfuscation.html

You are mistaken if you believe Encryption, Hashing, Encoding, and Obfuscation are similar terms! Despite their apparent similarity, they are all opposed. This article discusses the structure and difference between hashing, encryption, encoding, and obfuscation. But first, let’s discuss some security terms. Confidentiality refers to preventing unauthorized entities from accessing data and ensuring that actual […]
The post Understand Encryption, Hashing, Encoding, and Obfuscation (https://www.ehacking.net/2021/05/understand-encryption-hashing-encoding-and-obfuscation.html) appeared first on Ehacking (https://www.ehacking.net/).",0
"In Part 1 of our Through Your Mind’s Eye series, we explored how our brains don’t give each decision we make equal attention, and we take mental shortcuts known as biases. These biases allow us to react quickly, but they can also lead to mistakes and oversights.  Because we all have biases that shape who […]
The post Through Your Mind’s Eye: How to Address Biases in Cybersecurity – Part 2 (https://www.mcafee.com/blogs/other-blogs/executive-perspectives/through-your-minds-eye-how-to-address-biases-in-cybersecurity-part-2/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Then and Now: Securing Privileged Access Within Healthcare Orgs
https://threatpost.com/securing-privileged-access-healthcare/166477/

Joseph Carson, chief security scientist and advisory CISO at ThycoticCentrify, discusses best practices for securing healthcare data against the modern threat landscape.",0
"2020 has been a tumultuous and unpredictable year, where we restructured our lives and redefined how we work and interact with each other. In the past nine months, we saw IT security and the digital world challenged and taken to new heights. Although 2020 has undoubtedly been a year of trials and tribulations, I wanted […]
The post 2020 Hindsight – Top 10 Highlights from McAfee (https://www.mcafee.com/blogs/enterprise/2020-hindsight-top-10-highlights-from-mcafee/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Clubhouse chatroom app closes down site rebroadcasting content
https://www.theguardian.com/technology/2021/feb/23/clubhouse-chatroom-app-closes-down-site-rebroadcasting-content

Incident prompts fears for latest Silicon Valley craze’s ability to guarantee users’ security and privacyClubhouse, the audio-chatroom app that has emerged as the latest craze to consume Silicon Valley, has shut down a site that was rebroadcasting the platform’s content, renewing concerns over the service’s ability to provide security and privacy for its users.The app, currently available only on iPhones, allows users to quickly and easily set up and discover panel-style discussions, with a small group of speakers and potentially thousands of listeners in each room. It has been strictly limited since its launch in April, with users requiring an invitation before they can create an account. It initially gained popularity in the tech and venture capitalist community of the San Francisco Bay area. Continue reading... (https://www.theguardian.com/technology/2021/feb/23/clubhouse-chatroom-app-closes-down-site-rebroadcasting-content)",0
"Firefox 88 patches bugs and kills off a sneaky JavaScript tracking trick
https://nakedsecurity.sophos.com/2021/04/20/firefox-88-patches-bugs-and-kills-off-a-sneaky-javascript-tracking-trick/

What's in a window name? Turns out that it could be a sneaky tracking code, so Firefox has put a stop to that.",0
"On May 12, the President signed the executive order (EO) on Improving the Nation’s Cybersecurity. As with every executive order, it establishes timelines for compliance and specific requirements of executive branch agencies to provide specific plans to meet the stated objectives. It is clear from the EO that the Executive Office of the President is […]
The post The Executive Order – Improving the Nation’s Cyber Security (https://www.mcafee.com/blogs/enterprise/the-executive-order-improving-the-nations-cyber-security/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"More Money, Less Problems: XDR Investment Can Protect the Financial Services Industry
https://www.mcafee.com/blogs/other-blogs/executive-perspectives/more-money-less-problems-xdr-investment-can-protect-the-financial-services-industry/",0
"Is Your Peloton Spinning Up Malware?
https://www.mcafee.com/blogs/consumer/mobile-and-iot-security/is-your-peloton-spinning-up-malware/",1
"S3 Ep25: Drained accounts, ransomware attacks and Linux badware [Podcast]
https://nakedsecurity.sophos.com/2021/03/25/s3-ep25-drained-accounts-ransomware-attacks-and-linux-badware-podcast/

New episode - listen now!",1
"AMD to offer CPUs with Xilinx AI engine in 2023 And unlike Intel, Zen giant saw boom in PC land, thanks to focus on high-end parts",0
" Like many of you, I spent a lot of time at home this year, but it came with an unexpected upside: an excuse to upgrade all my home tech! With so many great new products on the market, from 5G devices to smart TVs, cameras, and more, there’s a lot to choose from this holiday […]
The post Best Smart Home Devices for a Connected New Year (https://www.mcafee.com/blogs/consumer/best-smart-home-devices-for-a-connected-new-year/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"American Express Fined for Sending Millions of Spam Messages
https://threatpost.com/american-express-fined-spam/166412/

British regulators ruled that Amex sent 4 million nuisance emails to opted-out customers.",0
"Threat Actor ‘Agrius’ Emerges to Launch Wiper Attacks Against Israeli Targets
https://threatpost.com/agrius-wiper-attacks-israeli-targets/166474/

The group is using ransomware intended to make its espionage and destruction efforts appear financially motivated.",1
"“It’s alive! It’s alive!” Even if you haven’t seen the 1931 film Frankenstein, you are more than likely familiar with the story of the “monster” created by Victor Frankenstein. You may associate this cry from its titular character with the image of what Victor conjured finally opening its eyes and slowly lurching off the table. […]
The post AI Is Alive! But Not Without Our Help (https://www.mcafee.com/blogs/other-blogs/executive-perspectives/ai-is-alive-but-not-without-our-help/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Thinnet cables are no match for director's morning workout 
On Call Leftover bits of wire where PC used to be? Really ties the office together",0
"Clustered Pi Picos made to run original Transputer code Parallel retrocomputing project of the week, er, month, no, year",0
Microsoft WPBT flaw lets hackers install rootkits on Windows devices Security researchers have found a flaw in the Microsoft Windows Platform Binary Table (WPBT) that could be exploited in easy attacks to install rootkits on all Windows computers shipped since 2012.,1
"Geek Squad Vishing Attack Bypasses Email Security to Hit 25K Mailboxes
https://threatpost.com/geek-squad-vishing-bypasses-email-security/167014/

An email campaign asking victims to call a bogus number to suspend supposedly fraudulent subscriptions got right past Microsoft's native email controls.",1
"Colonial Pipeline’s Ransomware Attack Sparks Emergency Declaration
https://threatpost.com/colonial-pipeline-ransomware-emergency-declaration/165977/

Security researchers mull possible perpetrators of the attack, and warned that the incident could be a harbinger of things to come. ",1
"Assume ClubHouse Conversations Are Being Recorded, Researchers Warn
https://threatpost.com/clubhouse-conversations-recorded/164158/

At nearly a year old, the invitation-only, audio-based social-media platform ClubHouse is grappling with security issues on multiple fronts, but the consensus among researchers is coming into focus: Assume your ClubHouse conversations are being recorded. The company confirmed to Bloomberg that over the weekend a user was able to breach “multiple” ClubHouse room audio feeds […]",0
"BazaLoader Masquerades as Movie-Streaming Service
https://threatpost.com/bazaloader-fake-movie-streaming-service/166489/

The website for “BravoMovies” features fake movie posters and a FAQ with a rigged Excel spreadsheet for “cancelling” the service, but all it downloads is malware.",1
IBM secures DWP contract worth up to £2.1m for 6 months of cloud services UK government department extends 11-year relationship following legacy application challenges,0
"This post was also written by Darragh McMahon At McAfee, we adhere to a set of core values and principles – We Put the Customer at The Core, We Achieve Excellence with Speed and Agility, We Play to Win or We Don’t Play, We Practice Inclusive Candor and Transparency. And reaching the ISO 27701 enshrines […]
The post McAfee Welcomes its ISO 27701 Certificate! (https://www.mcafee.com/blogs/enterprise/data-security/mcafee-welcomes-its-iso-27701-certificate/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"How to Stay Connected and Protected in a Remote Work Environment
https://www.mcafee.com/blogs/consumer/how-to-stay-connected-and-protected-in-a-remote-work-environment/",0
"Apple AirTag jailbroken already – hacked in rickroll attack
https://nakedsecurity.sophos.com/2021/05/11/apple-airtag-jailbroken-already-hacked-in-rickroll-attack/

Ooooh, look! A shiny button-like object!",1
"Biden orders new quantum push to ensure encryption isn't cracked by rivals Domestic action and international collaboration to make sure you-know-who – OK, China – doesn't get ahead of the game",0
"This cybersecurity bundle helps you launch a new career in 114 hours The A to Z Cyber Security & IT Certification Training Bundle helps you break into this lucrative niche, with 12 courses covering practical skills and exam knowledge. It's worth $1,437, but you can get the training today for only $39.",0
"6 Best Practices for SecOps in the Wake of the Sunburst Threat Campaign
https://www.mcafee.com/blogs/enterprise/security-operations/6-best-practices-for-secops-in-the-wake-of-the-sunburst-threat-campaign/",0
"Why May 2021 Represents a New Chapter in the “Book of Cybersecurity Secrets”
https://www.mcafee.com/blogs/enterprise/why-may-2021-represents-a-new-chapter-in-the-book-of-cybersecurity-secrets/",0
"The What, Why, and How of AI and Threat Detection
https://www.mcafee.com/blogs/consumer/consumer-cyber-awareness/the-what-why-and-how-of-ai-and-threat-detection/",0
"McAfee Awarded “Cybersecurity Excellent Awards”
https://www.mcafee.com/blogs/consumer/mcafee-awarded-cybersecurity-excellent-awards/",0
"Finding the Success Among the Pandemonium that is 2020
https://www.mcafee.com/blogs/other-blogs/executive-perspectives/finding-the-success-among-the-pandemonium-that-is-2020/",0
"Welcome to reality Ever since I started working in IT Security more than 10 years ago, I wondered, what helps defend against malware the best? This simple question does not stand on its own, as there are several follow-up questions to that: How is malware defined? Are we focusing solely on Viruses and Trojans, or […]
The post McAfee Defenders Blog: Reality Check for your Defenses (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-defenders-blog-reality-check-for-your-defenses/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",1
"‘Oddball’ Malware Blocks Access to Pirated Software
https://threatpost.com/oddball-malware-blocks-pirated-software/167060/

Rather than steal credentials or hold data for ransom, a recent campaign observed by Sophos prevents people from visiting sites that offer illegal downloads.",1
"Storage should be driving itself, not driving you nuts Learn how to kickstart self-driving data management here",0
"Google: North Korean APT Gearing Up to Target Security Researchers Again
https://threatpost.com/north-korean-apt-security-researchers/165155/

Cyberattackers have set up a website for a fake company called SecuriElite, as well as associated Twitter and LinkedIn accounts.",1
"2021 Threat Predictions Report
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/2021-threat-predictions-report/",1
"The massive coronavirus pandemic IT blunder with a funny side
https://nakedsecurity.sophos.com/2021/02/19/the-massive-coronavirus-pandemic-it-blunder-with-a-funny-side/

He was either the smallest person who has ever lived, by an order of magnitude, or the heaviest person ever known, by two of them.",0
"What does ‘good customer service’ mean to you in 2021? A friendly greeting when you enter a shop? Quickly fixing any issues with deliveries? Or, perhaps the company you entrust with your data maintaining strong security and privacy practices? It’s been a long time since digital technology was a special interest topic. Product launches, business […]
The post Why Security is Now the Foundation of Good Customer Experience (https://www.mcafee.com/blogs/other-blogs/executive-perspectives/why-security-is-now-the-foundation-of-good-customer-experience/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Don’t Let Tax Fraud Ruin Your IRS Refund
https://www.mcafee.com/blogs/consumer/dont-let-tax-fraud-ruin-your-irs-refund/",0
"New Year, New Digital You: Canadian Survey Findings from McAfee McAfee is headquartered in the U.S. and with our impressive global footprint protecting over 600 million devices protecting users’ connected lives isn’t just a priority for one location, but for the entire world that we serve.  As Site Leader of our Consumer Ontario offices, when […]
The post New Year, New Digital You: Canadian Survey Findings from McAfee (https://www.mcafee.com/blogs/consumer/canada-new-year-new-digital-you/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Fake Ad Blocker Delivers Hybrid Cryptominer/Ransomware Infection
https://threatpost.com/fake-ad-blocker-cryptominer-ransomware/164669/

A hybrid Monero cryptominer and ransomware bug has hit 20,000 machines in 60 days.",1
"True Security Requires a Holistic Approach
https://www.mcafee.com/blogs/consumer/true-security-requires-a-holistic-approach/",0
"McAfee MVISION Solutions Meet FedRAMP Cloud Security Requirements
https://www.mcafee.com/blogs/enterprise/mcafee-mvision-solutions-meet-fedramp-cloud-security-requirements/",0
Amazon to spend $12b on five more datacenters in Oregon You have died of dystopia,0
"Intel Plugs 29 Holes in CPUs, Bluetooth, Security
https://threatpost.com/intel-security-holes-cpus-bluetooth-security/166747/

The higher-rated advisories focus on privilege-escalation bugs in CPU firmware: Tough to patch, hard to exploit, tempting to a savvy attacker.",0
"Data from 500M LinkedIn Users Posted for Sale Online
https://threatpost.com/data-500m-linkedin-users-online/165329/

Like the Facebook incident earlier this week, the information — including user profile IDs, email addresses and other PII -- was scraped from the social-media platform.",0
"What Truebill and Other Financial Apps Have in Common With EDR
https://www.mcafee.com/blogs/enterprise/endpoint-security/what-truebill-and-other-financial-apps-have-in-common-with-edr/",0
"Malicious Code Bombs Target Amazon, Lyft, Slack, Zillow
https://threatpost.com/malicious-code-bombs-amazon-lyft-slack-zillow/164455/

Attackers have weaponized code dependency confusion to target internal apps at tech giants.",1
"CISA Orders Federal Agencies to Patch Exchange Servers
https://threatpost.com/cisa-federal-agencies-patch-exchange-servers/164499/

Espionage attacks exploiting the just-patched remote code-execution security bugs in Microsoft Exchange servers are quickly spreading.",1
"Looking Ahead to 2021: The Things We’ll Carry Forward Right now, I’m thinking about how my life changed in 2020. Not so much in the sweeping and upending ways. More in the little ways. I’m thinking about the coping ways. The cobble-it-all-together ways. The little changes to make things work ways. There were plenty.  Now, […]
The post Looking Ahead to 2021: The Things We’ll Carry Forward (https://www.mcafee.com/blogs/consumer/looking-ahead-to-2021-the-things-well-carry-forward/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Facebook deliberately took down Australian government pages during pay-for-news negotiations: report Whistleblowers say takedowns were used as leverage, Facebook disagrees",0
"Billions of Compromised Records and Counting: Why the Application Layer is Still the Front Door for Data Breaches
https://threatpost.com/billions-of-compromised-records-and-counting/166633/

Security teams should brace for an unsettling and unprecedented year, as we’re on pace to see 40 billion records compromised by the end of 2021. Imperva’s Terry Ray explains what security teams need to do to bolster their defenses.",0
Communication around Heroku security incident dubbed 'train wreck' Users claim lack of transparency following compromise of Github tokens,0
"Exchange Servers Targeted by ‘Epsilon Red’ Malware
https://threatpost.com/exchange-servers-epsilon-red-ransomware/166640/

REvil threat actors may be behind a set of PowerShell scripts developed for encryption and weaponized to exploit vulnerabilities in corporate networks, the ransom note suggests.",1
"McAfee ATR Thinks in Graphs
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-atr-thinks-in-graphs/",0
"A new piece of tech often tops the list of Father’s Day gifts. And while things such as wearable fitness devices, smart speakers, smart outlets, or any number of other connected gadgets and do-dads are popular picks, one thing often gets overlooked—protecting those devices from hacks and attacks.  We live in a day and age when even connected lightbulbs can be hacked. The reality is that […]
The post Father’s Day Gift Ideas: Protecting the Tech You Give to Dad (https://www.mcafee.com/blogs/consumer/family-safety/fathers-day-gift-ideas-protecting-the-tech-you-give-to-dad/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Trust Nobody, Not Even Yourself: Time to Take Zero Trust Seriously
https://www.mcafee.com/blogs/other-blogs/executive-perspectives/trust-nobody-not-even-yourself-time-to-take-zero-trust-seriously/",0
"I see you: your home-working photos reveal more than you think!
https://nakedsecurity.sophos.com/2021/03/03/i-see-you-your-home-working-photos-reveal-more-than-you-think/

Beware of sensitive data lurking in the background of your video calls and social pictures.",0
"On February 17th, 2021, McAfee disclosed findings based on a 10-month long disclosure process with major video conferencing vendor Agora, Inc.  As we disclosed the findings to Agora in April 2020, this lengthy disclosure timeline represents a nonstandard process for McAfee but was a joint agreement with the vendor to allow sufficient time for the […]
The post Beyond Clubhouse: Vulnerable Agora SDKs Still in Widespread Use (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/beyond-clubhouse-vulnerable-agora-sdks-still-in-widespread-use/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"Ragnarok Ransomware Hits Boggi Milano Menswear
https://threatpost.com/ragnarok-ransomware-boggi-milano-menswear/165161/

The ransomware gang exfiltrated 40 gigabytes of data from the fashion house, including HR and salary details.",1
"At McAfee, ensuring our new team members are well prepared and supported for their roles is a top priority. From the first day of onboarding, team members are nurtured and given the tools they need for successful development. McAfee’s traditional in-person orientation process has evolved virtually because of the pandemic. But the approach and goal […]
The post McAfee Team Members Share Their Virtual Onboarding Experiences (https://www.mcafee.com/blogs/other-blogs/life-at-mcafee/mcafee-team-members-share-their-virtual-onboarding-experiences/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0
"QR Codes Offer Easy Cyberattack Avenues as Usage Spikes
https://threatpost.com/qr-codes-cyberattack-usage-spikes/165526/

Usage is way up, but so are cyberattacks: Mobile phishing, malware, banking heists and more can come from just one wrong scan.",1
"Microsoft, Adobe Exploits Top List of Crooks’ Wish List
https://threatpost.com/top-microsoft-adobe-exploits-list/166241/

You can’t possibly patch all CVEs, so focus on the exploits crooks are willing to pay for, as tracked in a study of the underground exploit market.",0
"EU officially blames Russia for 'Ghostwriter' hacking activities The European Union has officially linked Russia to a hacking operation known as Ghostwriter that targets high-profile EU officials, journalists, and the general public.",1
"A Russian Doll review – a data-disinformation troll keeps us hooked
https://www.theguardian.com/stage/2021/may/21/a-russian-doll-review-barn-arcola-theatre

Barn theatre, Cirencester
Rachel Redford shines as a student recruited to mess with British heads, in a joint production with the Arcola theatre‘Who owns your data?” asks Masha, the tortured voice at the centre of this monologue. Issues of data privacy and misuse are being increasingly raised but rarely show the inner workings of a Russian web brigade that orchestrates disinformation campaigns through anonymous online commentary.That is what Masha (Rachel Redford) does in Cat Goscovitch’s illuminating drama, based on a true story and co-produced by the Barn and Arcola theatres. She is an English literature student turned troll in St Petersburg. Once a lover of Emily Brontë books, she is now a kind of data apparatchik, paid to gather information on Brits online and then use it to “fuck with their heads” during the EU referendum campaign of 2016.A Russian Doll was streamed for the press from the Barn theatre, Cirencester (https://barntheatre.org.uk/a-russian-doll), where it runs until 12 June. Then at the Arcola theatre’s Arcola Outside (https://www.arcolatheatre.com/outside/) venue in London. Continue reading... (https://www.theguardian.com/stage/2021/may/21/a-russian-doll-review-barn-arcola-theatre)",0
