,raw_text,fraud,hacker groups,government,corporation,unrelated,darknet,cyber defense,hacking,security concepts,security products,network security,cyberwar,geopolitical,data breach,vulnerability,platform,cyber attack
154,"Mozilla Patches Bugs in Firefox, Now Blocks Cross-Site Cookie Tracking
https://threatpost.com/mozilla-firefox-bugs-cookie-tracking/164246/

Mozilla said its Total Cookie Protection feature in Firefox 86 prevents invasive, cross-site cookie tracking.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
155,"Tax Season Ushers in Quickbooks Data-Theft Spike
https://threatpost.com/tax-quickbooks-data-theft/164253/

Quickbooks malware targets tax data for attackers to sell and use in phishing scams.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,"S3 Ep21: Cryptomining clampdown, the 100-ton man, and ScamClub ads [Podcast]
https://nakedsecurity.sophos.com/2021/02/25/s3-ep21-cryptomining-clampdown-the-100-ton-man-and-scamclub-ads-podcast/

Latest episode - listen now!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,"How to Tell if an Online Casino is Safe
https://www.ehacking.net/2021/02/how-to-tell-if-an-online-casino-is-safe.html

Before the UK government established the Gambling Commission in 2005, online gambling was generally unregulated. Sure, Curacao and Malta had regulatory agencies at the time but not many casinos paid attention to them. Online casinos operated according to their terms. Some businesses would offer rigged games. Others held onto players’ money for no reason and […]
The post How to Tell if an Online Casino is Safe (https://www.ehacking.net/2021/02/how-to-tell-if-an-online-casino-is-safe.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,"Cisco Warns of Critical Auth-Bypass Security Flaw
https://threatpost.com/cisco-critical-security-flaw/164255/

Cisco also stomped out a critical security flaw affecting its Nexus 3000 Series Switches and Cisco Nexus 9000 Series Switches.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
159,"Malicious Mozilla Firefox Extension Allows Gmail Takeover
https://threatpost.com/malicious-mozilla-firefox-gmail/164263/

The malicious extension, FriarFox, snoops in on both Firefox and Gmail-related data.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,"SOC Health Check: Prescribing XDR for Enterprises 
https://www.mcafee.com/blogs/other-blogs/executive-perspectives/soc-health-check-prescribing-xdr-for-enterprises%E2%80%AF/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,"It is near-certain the need for security across the enterprise will never cease – only increase if year-over-year trends are any indication. We constantly see headlines with repetitive buzzwords and phrases calling attention to the complexity of today’s security operations center (SOC) with calls to action to reimagine and modernize the SOC. We’re no different here at McAfee […]
The post SOC Health Check: Prescribing XDR for Enterprises  (https://www.mcafee.com/blogs/other-blogs/executive-perspectives/soc-health-check-prescribing-xdr-for-enterprises%E2%80%AF/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,"Health Website Leaks 8 Million COVID-19 Test Results
https://threatpost.com/health-website-leaks-covid-19-test/164274/

A teenaged ethical hacker discovered a flawed endpoint associated with a health-department website in the state of Bengal, which exposed personally identifiable information related to test results.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
163,"Cyberattacks Launch Against Vietnamese Human-Rights Activists
https://threatpost.com/cyberattacks-vietnam-human-rights-activists/164284/

Vietnam joins the ranks of governments using spyware to crack down on human-rights defenders.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
164,"How to Become a Certified Ethical Hacker (CEH)?
https://www.ehacking.net/2021/02/how-to-become-a-certified-ethical-hacker-ceh.html

Data security becomes more important in running a successful business since persistent threats, hacks, and data breaches happening to an organization’s data. Every organization has recognized the importance of securing data and as a result, certified ethical hackers are in huge demand. CEH Certification Course will be helpful to get started and grow in this […]
The post How to Become a Certified Ethical Hacker (CEH)? (https://www.ehacking.net/2021/02/how-to-become-a-certified-ethical-hacker-ceh.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,"Protecting Sensitive Cardholder Data in Today’s Hyper-Connected World
https://threatpost.com/protecting-sensitive-cardholder-data-in-todays-hyper-connected-world/164277/

Retailers that lacked significant digital presence pre-COVID are now reaching new audiences through e-commerce sites that are accessible anytime, from anywhere, on any device.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,"Podcast: Ransomware Attacks Exploded in Q4 2020
https://threatpost.com/podcast-ransomware-attacks-exploded-in-q4-2020/164285/

Researchers said they saw a seven-times increase in ransomware activity in the fourth quarter of 2020, across various families – from Ryuk to Egregor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,"Malware Gangs Partner Up in Double-Punch Security Threat
https://threatpost.com/malware-gangs-partner-up-in-double-punch-security-threat/164279/

From TrickBot to Ryuk, more malware cybercriminal groups are putting their heads together when attacking businesses.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
168,"Yeezy Fans Face Sneaker-Bot Armies for Boost ‘Sun’ Release  
https://threatpost.com/yeezy-sneaker-bots-boost-sun/164312/

Sneaker bots ready to scoop up the new Yeezy Boost 700 “Sun” shoes to resell at a huge markup.  ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169,"Lazarus Targets Defense Companies with ThreatNeedle Malware
https://threatpost.com/lazarus-targets-defense-threatneedle-malware/164321/

A spear-phishing campaigned linked to a North Korean APT uses “NukeSped” malware in cyberespionage attacks against defense companies.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
170,"Stalkerware Volumes Remain Concerningly High, Despite Bans
https://threatpost.com/stalkerware-volumes-high-bans/164325/

COVID-19 impacted volumes for the year, but the U.S. moved into third place on the list of countries most infected by stalkerware.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,"Amazon Dismisses Claims Alexa ‘Skills’ Can Bypass Security Vetting Process
https://threatpost.com/amazon-dismisses-claims-alexa-skills-can-bypass-security-vetting/164316/

Researchers found a number of privacy and security issues in Amazon's Alexa skill vetting process, which could lead to attackers stealing data or launching phishing attacks.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
172,"6 Steps to Help Your Family Restore Digital Balance in Stressful Times
https://www.mcafee.com/blogs/consumer/family-safety/6-steps-to-help-your-family-restore-digital-balance-in-stressful-times/

6 Steps to Help Your Family Restore Digital Balance in Stressful Times Editor’s Note: This is part II in a series on helping families protect their mental and digital health in times of chronic stress. The content is not intended to be a substitute for professional advice or treatment. Over the past year of remote […]
The post 6 Steps to Help Your Family Restore Digital Balance in Stressful Times (https://www.mcafee.com/blogs/consumer/family-safety/6-steps-to-help-your-family-restore-digital-balance-in-stressful-times/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,"Supporting the Women Hit Hardest by the Pandemic
https://www.mcafee.com/blogs/consumer/supporting-the-women-hit-hardest-by-the-pandemic/

Supporting the Women Hit Hardest by the Pandemic Only 57% of women in the U.S. are working or looking for work right now—the lowest rate since 1988. That telling data point is just one of several that illustrate a stark contrast in these stark times: of the millions who’ve seen their employment affected by the […]
The post Supporting the Women Hit Hardest by the Pandemic (https://www.mcafee.com/blogs/consumer/supporting-the-women-hit-hardest-by-the-pandemic/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,"5 Top Cybersecurity Career Paths & Certifications
https://www.ehacking.net/2021/03/5-top-cybersecurity-career-paths-certifications.html

We are living in a world of innovations. Now, imagine innovative technologies with zero security is such a big nightmare. Cybersecurity comes here for the rescue. Cybersecurity is an immense ocean of various fields. Many skillful fishes are living in this ocean with lots of expertise. Cybersecurity is what keeps all organizations sane and safe. […]
The post 5 Top Cybersecurity Career Paths & Certifications (https://www.ehacking.net/2021/03/5-top-cybersecurity-career-paths-certifications.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,"Naked Security Live – Beware copyright scams
https://nakedsecurity.sophos.com/2021/03/01/naked-security-live-beware-copyright-scams/

Here's the latest Naked Security Live talk - watch now!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Firewall Vendor Patches Critical Auth Bypass Flaw
https://threatpost.com/firewall-critical-security-flaw/164347/

Cybersecurity firm Genua fixes a critical flaw in its GenuGate High Resistance Firewall, allowing attackers to log in as root users.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
177,"Passwords, Private Posts Exposed in Hack of Gab Social Network
https://threatpost.com/hacktivists-gab-posts-passwords/164360/

The Distributed Denial of Secrets group claim they have received more than 70 gigabytes of data exfiltrated from social media platform Gab.",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
178,"Malware Loader Abuses Google SEO to Expand Payload Delivery
https://threatpost.com/malware-loader-google-seo-payload/164377/

Gootloader has expanded its payloads beyond the Gootkit malware family, using Google SEO poisoning to gain traction.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
179,"Mobile Adware Booms, Online Banks Become Prime Target for Attacks
https://threatpost.com/mobile-adware-booms-attacks/164386/

A snapshot of the 2020 mobile threat landscape reveals major shifts toward adware and threats to online banks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
180,"Search crimes – how the Gootkit gang poisons Google searches
https://nakedsecurity.sophos.com/2021/03/02/search-crimes-how-the-gootkit-gang-poisons-google-searches/

When a search result looks too good to be true - it IS too good to be true!",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
181,"Ryuk Ransomware: Now with Worming Self-Propagation
https://threatpost.com/ryuk-ransomware-worming-self-propagation/164412/

The Ryuk scourge has a new trick in its arsenal: Self-replication via SMB shares and port scanning.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,"Compromised Website Images Camouflage ObliqueRAT Malware
https://threatpost.com/website-images-obliquerat-malware/164395/

Emails spreading the ObliqueRAT malware now make use of steganography, disguising their payloads on compromised websites.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
183,"Jailbreak Tool Works on iPhones Up to iOS 14.3
https://threatpost.com/jailbreak-tool-works-on-iphones-up-to-ios-14-3/164420/

The UnC0ver team took advantage of an iOS flaw patched in January in its latest tool allowing developers and other enthusiasts to hack into their own devices.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
184,"Hacking Proprietary Protocols with Sharks and Pandas
https://www.mcafee.com/blogs/enterprise/security-operations/hacking-proprietary-protocols-with-sharks-and-pandas/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,"The human race commonly fears what it doesn’t understand.  In a time of war, this fear is even greater if one side understands a weapon or technology that the other side does not.  There is a constant war which plagues cybersecurity; perhaps not only in cybersecurity, but in the world all around us is a […]
The post Hacking Proprietary Protocols with Sharks and Pandas (https://www.mcafee.com/blogs/enterprise/security-operations/hacking-proprietary-protocols-with-sharks-and-pandas/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
186,"Post-Cyberattack, Universal Health Services Faces $67M in Losses
https://threatpost.com/post-cyberattack-universal-health-services-faces-67m-in-losses/164424/

The Fortune-500 hospital network owner is facing steep costs in damages after a cyberattack impacted patient care and billing in September and October.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
187,"How to Spot, and Prevent, the Tax Scams That Target Elders
https://www.mcafee.com/blogs/consumer/consumer-threat-notices/how-to-spot-and-prevent-the-tax-scams-that-target-elders/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,"How to Spot, and Prevent, the Tax Scams That Target Elders Elder scams cost seniors in the U.S. some $3 billion annually. And tax season adds a healthy sum to that appalling figure. What makes seniors such a prime target for tax scams? The Federal Bureau of Investigation (FBI) states several factors. For one, elders […]
The post How to Spot, and Prevent, the Tax Scams That Target Elders (https://www.mcafee.com/blogs/consumer/consumer-threat-notices/how-to-spot-and-prevent-the-tax-scams-that-target-elders/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189,"Who loves tax season besides accountants? Hackers
https://www.mcafee.com/blogs/consumer/consumer-threat-notices/who-loves-tax-season-besides-accountants-hackers/

Who loves tax season besides accountants? Hackers  It’s tax time in the United States, and even if you’re pretty sure you did everything right, you’re worried. Did I file correctly? Did I claim the right deductions? Will I get audited? Unfortunately, tax season brings out scammers eager to take advantage of your anxiety. The tax […]
The post Who loves tax season besides accountants? Hackers (https://www.mcafee.com/blogs/consumer/consumer-threat-notices/who-loves-tax-season-besides-accountants-hackers/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,"Don’t Let Tax Fraud Ruin Your IRS Refund
https://www.mcafee.com/blogs/consumer/dont-let-tax-fraud-ruin-your-irs-refund/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
191,"Don’t Let Tax Fraud Ruin Your IRS Refund Here’s how to lock down your data this tax season Tax season is always a high time for scams that put our money and information at risk. But this year securing your data may be more important than ever, due to a spike in unemployment fraud. Millions […]
The post Don’t Let Tax Fraud Ruin Your IRS Refund (https://www.mcafee.com/blogs/consumer/dont-let-tax-fraud-ruin-your-irs-refund/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,"I see you: your home-working photos reveal more than you think!
https://nakedsecurity.sophos.com/2021/03/03/i-see-you-your-home-working-photos-reveal-more-than-you-think/

Beware of sensitive data lurking in the background of your video calls and social pictures.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,"Microsoft Exchange Zero-Day Attackers Spy on U.S. Targets
https://threatpost.com/microsoft-exchange-zero-day-attackers-spy/164438/

Full dumps of email boxes, lateral movement and backdoors characterize sophisticated attacks by a Chinese APT - while more incidents spread like wildfire.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
194,"Malicious Code Bombs Target Amazon, Lyft, Slack, Zillow
https://threatpost.com/malicious-code-bombs-amazon-lyft-slack-zillow/164455/

Attackers have weaponized code dependency confusion to target internal apps at tech giants.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
195,"RTM Cybergang Adds New Quoter Ransomware to Crime Spree
https://threatpost.com/rtm-banking-trojan-quoter-ransomware/164447/

The Russian-speaking RTM threat group is targeting organizations in an ongoing campaign that leverages a well-known banking trojan, brand new ransomware strain and extortion tactics.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
196,"Home-Office Photos: A Ripe Cyberattack Vector
https://threatpost.com/home-office-photos-cyberattack-vector/164460/

Threat actors can use personal information gleaned from images to craft targeted scams, putting personal and corporate data at risk.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
197,"Let’s Commit To Protect Our Privacy This Year
https://www.mcafee.com/blogs/consumer/lets-commit-to-protect-our-privacy-this-year/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,"Let’s Commit To Protect Our Privacy This Year How our new identity & privacy app can help By this point in the year you may have already broken some of your New Year’s resolutions, but here’s one to keep: better protecting your online privacy. After all, we are likely to continue to spend more time online in 2021, whether it be for working, learning, […]
The post Let’s Commit To Protect Our Privacy This Year (https://www.mcafee.com/blogs/consumer/lets-commit-to-protect-our-privacy-this-year/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199,"Malaysia Air Downplays Frequent-Flyer Program Data Breach
https://threatpost.com/malaysia-air-downplays-data-breach/164472/

A third-party IT provider exposed valuable airline data that experts say could be a goldmine for cybercriminals. ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,"Google Patches Actively-Exploited Flaw in Chrome Browser
https://threatpost.com/google-patches-actively-exploited-flaw-in-chrome-browser/164468/

A flaw (CVE-2021-21166) in the Audio component of Google Chrome is fixed in a new update being pushed out to Windows, Mac and Linux users.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
201,"Unpatched Bug in WiFi Mouse App Opens PCs to Attack
https://threatpost.com/unpatched-bug-in-wifi-mouse-opens-pcs-to-attack/164480/

Wireless mouse-utility lacks proper authentication and opens Windows systems to attack.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
202,"How (NOT?!) to jailbreak your iPhone
https://nakedsecurity.sophos.com/2021/03/03/how-not-to-jailbreak-your-iphone/

We're sticking to our ""patch early, peath often"" mantra, although in this case it means you can't jailbreak.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,"Another Chrome zero-day exploit – so get that update done!
https://nakedsecurity.sophos.com/2021/03/04/another-chrome-zero-day-exploit-so-get-that-update-done/

It's déjà vu all over again! New month, new Chrome zero-day bug being exploited in the wild.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204,"The Ultimate Blockchain & Bitcoin Guide
https://www.ehacking.net/2021/03/the-ultimate-blockchain-bitcoin-guide.html

Let us start with a scenario. Whenever there is an election, we always hear the rumor that there is rigging in the election. In the end, the result is either re-election or a recount of the votes. This whole process is a waste of time and money. If we cannot believe this system the first […]
The post The Ultimate Blockchain & Bitcoin Guide (https://www.ehacking.net/2021/03/the-ultimate-blockchain-bitcoin-guide.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,"Using TikTok? Check out these six security tips
https://nakedsecurity.sophos.com/2021/03/04/using-tiktok-check-out-these-six-security-tips/

Practical advice on how to maximize your security and privacy on TikTok.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,"COVID-19 Vaccine Spear-Phishing Attacks Jump 26 Percent
https://threatpost.com/covid-19-vaccine-spear-phishing-attacks/164489/

Cybercriminals are using the COVID-19 vaccine to steal Microsoft credentials, infect systems with malware and bilk victims out of hundreds of dollars.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,"CISA Orders Federal Agencies to Patch Exchange Servers
https://threatpost.com/cisa-federal-agencies-patch-exchange-servers/164499/

Espionage attacks exploiting the just-patched remote code-execution security bugs in Microsoft Exchange servers are quickly spreading.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
208,"National Surveillance Camera Rollout Roils Privacy Activists
https://threatpost.com/camera-roll-out-roils-privacy-activists/164502/

TALON, a network of smart, connected security cameras developed by the Atlanta-based startup and installed by law enforcement around the country, raises surveillance-related privacy concerns.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209,"S3 Ep22: Cryptographic escapes and social media scams [Podcast]
https://nakedsecurity.sophos.com/2021/03/04/s3-ep22-cryptographic-escapes-and-social-media-scams-podcast/

Lastest episode - listen now. (And tell your friends!)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,"Cyberattackers Target Top Russian Cybercrime Forums
https://threatpost.com/cyberattackers-target-russian-cybercrime-forums/164511/

Elite Russian forums for cybercriminals have been hacked in a string of breaches, leaving hackers edgy and worried about law enforcement.  ",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
211,"Microsoft, FireEye Unmask More Malware Linked to SolarWinds Attackers
https://threatpost.com/microsoft-fireeye-malware-solarwinds/164512/

Researchers with Microsoft and FireEye found three new malware families, which they said are used by the threat group behind the SolarWinds attack.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
212,"Airline data hack: hundreds of thousands of Star Alliance passengers' details stolen
https://www.theguardian.com/world/2021/mar/05/airline-data-hack-hundreds-of-thousands-of-star-alliance-passengers-details-stolen

IT operator Sita, which serves airlines including Singapore, Lufthansa and United, reports systems breach revealing frequent flyer dataData on hundreds of thousands of airline passengers around the world has been hacked via a “highly sophisticated” attack on the IT systems operator that serves around 90% of the global aviation industry.Sita, which serves the Star Alliance of airlines including Singapore Airlines, Lufthansa and United, said on Thursday it had been the victim of a cyber attack leading to a breach of passenger data held on its servers. Related: Airbus reveals planes sold in last two years will emit over 1bn tonnes of CO2 (https://www.theguardian.com/business/2021/feb/26/airbus-reveals-planes-sold-in-last-two-years-will-emit-over-1bn-tonnes-of-co2)  Continue reading... (https://www.theguardian.com/world/2021/mar/05/airline-data-hack-hundreds-of-thousands-of-star-alliance-passengers-details-stolen)",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
213,"D-Link, IoT Devices Under Attack By Tor-Based Gafgyt Variant
https://threatpost.com/d-link-iot-tor-gafgyt-variant/164529/

A new variant of the Gafgyt botnet - that's actively targeting vulnerable D-Link and Internet of Things devices - is the first variant of the malware to rely on Tor communications, researchers say.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
214,"Critics Blast Google’s Aim to Replace Browser Cookie with ‘FLoC’
https://threatpost.com/critics-googles-browser-cookie-floc/164540/

EFF worries that the Google's ‘privacy-first” vision for the future may pose new privacy risks.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"Massive Supply-Chain Cyberattack Breaches Several Airlines
https://threatpost.com/supply-chain-cyberattack-airlines/164549/

The cyberattack on SITA, a nearly ubiquitous airline service provider, has compromised frequent-flyer data across many carriers.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
216,"The Fastest Route to SASE
https://www.mcafee.com/blogs/enterprise/cloud-security/title-the-fastest-route-to-sase/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,"Shortcuts aren’t always the fastest or safest route from Point A to Point B. Providing faster “direct to cloud” access for your users to critical applications and cloud services can certainly improve productivity and reduce costs, but cutting corners on security can come with huge consequences. The Secure Access Service Edge (SASE) framework shows how […]
The post The Fastest Route to SASE (https://www.mcafee.com/blogs/enterprise/cloud-security/title-the-fastest-route-to-sase/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
218,"WordPress Injection Anchors Widespread Malware Campaign
https://threatpost.com/wordpress-injection-malware-campaign/164555/

Website admins should patch all plugins, WordPress itself and back-end servers as soon as possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,"U.S. DoD Weapons Programs Lack ‘Key’ Cybersecurity Measures
https://threatpost.com/dod-weapons-programs-lack-cybersecurity/164545/

The lack of cybersecurity requirements in weapons contracts from the Department of Defense opens the door for dangerous cyberattacks.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
220,"Attention Android Users: This Free VPN App Leaked the Data of 21 Million Users
https://www.mcafee.com/blogs/consumer/consumer-threat-notices/attention-android-users-this-free-vpn-app-leaked-the-data-of-21-million-users/",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
221,"Attention Android Users: This Free VPN App Leaked the Data of 21 Million Users To live our digital lives to the fullest, we rely on a variety of technologies to support our online activities. And while some apps and devices are meant to make certain tasks more convenient or provide us with greater security, others […]
The post Attention Android Users: This Free VPN App Leaked the Data of 21 Million Users (https://www.mcafee.com/blogs/consumer/consumer-threat-notices/attention-android-users-this-free-vpn-app-leaked-the-data-of-21-million-users/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
222,"Poison packages – “Supply Chain Risks” user hits Python community with 4000 fake modules
https://nakedsecurity.sophos.com/2021/03/07/poison-packages-supply-chain-risks-user-hits-python-community-with-4000-fake-modules/

To this ""researcher"", even a job not worth doing was worth overdoing. Here's what you can learn from the incident...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,"How Hackers Cash out Stolen Bitcoin & Ransomed
https://www.ehacking.net/2021/03/how-hackers-cash-out-stolen-bitcoin-ransomed.html

Since cryptocurrency transactions are virtually anonymous, cybercriminals use them in dark markets for illicit trading. Through ransomware attacks like WannaCry, Petya, Locky, and Cerber, hackers receive a lot of money. Moreover, we learn about cryptocurrency trading hack every so often, wherein attackers steal thousands of dollars in Bitcoin. But how they cash out or convert […]
The post How Hackers Cash out Stolen Bitcoin & Ransomed (https://www.ehacking.net/2021/03/how-hackers-cash-out-stolen-bitcoin-ransomed.html) appeared first on Ehacking (https://www.ehacking.net/).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
224,"McAfee ATR Thinks in Graphs
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-atr-thinks-in-graphs/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225,"0. Introduction John Lambert, a distinguished researcher specializing in threat intelligence at Microsoft, once said these words that changed perspectives: “Defenders think in lists. Attackers think in graphs.” This is true and, while it remains that way, attackers will win most of the time. However, the true power of graphs does not only reside in […]
The post McAfee ATR Thinks in Graphs (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-atr-thinks-in-graphs/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,"Naked Security Live – ICU: How much do your home-working photos give away?
https://nakedsecurity.sophos.com/2021/03/08/naked-security-live-icu-how-much-do-your-home-working-photos-give-away/

I see you/And what you do - So be aware/Before you share - And if in doubt/Don't give it out!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,"Fake Google reCAPTCHA Phishing Attack Swipes Office 365 Passwords
https://threatpost.com/google-recaptcha-phishing-office-365/164566/

A phishing attack targeting Microsoft users leverages a bogus Google reCAPTCHA system.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
228,"How McAfee’s Inclusive Maternity Benefits Helped Me Thrive as a New Mom
https://www.mcafee.com/blogs/other-blogs/life-at-mcafee/how-mcafees-inclusive-maternity-benefits-helped-me-thrive-as-a-new-mom/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,"By: Smriti, People Partner McAfee continues to recognize and celebrate hardworking mothers across our global workforce. We continue to advance in our workplace culture by offering policies and programs to better serve working parents. Meet Smriti as she shares her incredible story as a new mother and how McAfee helped her to transition comfortably into a new role as a working parent. My Journey at McAfee began in 2017 as a People […]
The post How McAfee’s Inclusive Maternity Benefits Helped Me Thrive as a New Mom (https://www.mcafee.com/blogs/other-blogs/life-at-mcafee/how-mcafees-inclusive-maternity-benefits-helped-me-thrive-as-a-new-mom/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,"Shiva’s Tragic Accident Turns into a Story of Resilience
https://www.mcafee.com/blogs/other-blogs/life-at-mcafee/shivas-tragic-accident-turns-into-a-story-of-resilience/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,"My McAfee Chronicles is a series featuring McAfee team members who have interesting and inspiring life stories to share. Meet Shiva, a Software Development Engineer in Bangalore, India.  When a traumatic road accident changed the course of Shiva’s life, he had two options – give up on life or give life his best shot. For Shiva, there was only […]
The post Shiva’s Tragic Accident Turns into a Story of Resilience (https://www.mcafee.com/blogs/other-blogs/life-at-mcafee/shivas-tragic-accident-turns-into-a-story-of-resilience/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,"How a Group of McAfee Team Members Helped Change the Lives of Critically Ill Children
https://www.mcafee.com/blogs/other-blogs/life-at-mcafee/how-a-group-of-mcafee-team-members-helped-change-the-lives-of-critically-ill-children/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
